Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Low Density,5,6,Hip,NA,,0,NA,2007,150000,163582.3558
Low Density,6,7,Hip,Average,1923,180,Average,2007,165000,196882.9881
Low Density,5,5,Gable,NA,1926,200,Poor,2007,96500,108599.3295
Low Density,5,5,Hip,NA,1973,352,Average,2007,136500,150856.9329
Low Density,6,7,Gable,Good,1994,240,Average,2007,146500,156015.1575
Low Density,5,7,Gable,Average,1939,240,Average,2007,175000,201674.2234
Low Density,7,8,Gable,Good,1930,216,Average,2007,148500,158238.2984
Low Density,6,7,Gable,Good,1992,228,Average,2007,141500,154592.491
Low Density,7,8,Gable,Good,1925,216,Average,2007,189950,201951.3636
Low Density,6,8,Gable,Good,1926,225,Average,2007,135000,165224.6955
Low Density,7,5,Gable,Good,1941,240,Average,2007,164000,173064.4853
Low Density,5,6,Gable,Good,1990,352,Good,2007,90350,109353.3548
Low Density,5,6,Gable,Good,1985,552,Average,2007,139000,167012.5431
Low Density,5,7,Gable,Good,1938,240,Fair,2007,119750,145754.5314
High Density,6,6,Gable,NA,1946,492,Average,2007,145000,173774.5701
High Density,5,6,Gable,NA,1949,871,Average,2007,145000,177225.6694
Low Density,7,7,Gable,Average,1927,264,Average,2007,238000,276120.5803
Low Density,5,5,Gable,Good,1951,400,Average,2007,153500,174828.6742
Low Density,6,6,Hip,Good,1918,864,Average,2007,239000,239118.9723
Low Density,8,6,Gable,Good,1934,380,Average,2007,359100,373098.7455
Low Density,4,6,Gable,Average,1930,231,Fair,2007,188000,190195.4461
Low Density,6,7,Gable,Good,1977,432,Average,2007,220000,244258.4894
Low Density,5,5,Gable,NA,1966,528,Average,2007,140000,155084.8888
Low Density,8,8,Hip,Average,1932,440,Average,2007,315000,380197.6207
Low Density,6,8,Gambrel,Average,1945,180,Average,2007,259500,296199.6764
Low Density,6,7,Hip,Average,1957,416,Average,2007,257500,268431.8961
Low Density,7,6,Gable,Good,1940,240,Average,2007,219500,220008.1671
Low Density,6,5,Hip,Good,1953,450,Average,2007,217000,218257.0124
Low Density,6,4,Gable,Average,1960,580,Average,2007,201000,245973.4903
Low Density,6,6,Hip,Good,1968,552,Average,2007,215000,255766.8598
Medium Density,6,6,Gable,Average,1980,462,Average,2007,123900,151476.0068
Low Density,4,5,Gable,NA,1996,628,Average,2007,170000,175189.084
Medium Density,8,5,Gable,NA,1988,509,Average,2007,200000,211354.5234
Low Density,7,5,Gable,Average,1971,625,Average,2007,198000,213161.6057
Low Density,6,3,Hip,Average,1975,484,Average,2007,200624,245537.6357
Low Density,8,5,Gable,Good,1986,691,Good,2007,315000,367026.0536
Medium Density,5,7,Gable,NA,,0,NA,2007,115000,126697.3275
Medium Density,6,7,Gable,NA,1965,720,Average,2007,141000,160586.7922
Medium Density,5,6,Gable,NA,1941,360,Average,2007,87000,87741.61207
Medium Density,5,7,Gable,NA,,0,NA,2007,129850,136396.0964
Medium Density,4,5,Gable,NA,1979,264,Average,2007,100000,110564.2256
Medium Density,5,6,Gable,NA,,,,2007,150909,167686.0695
Medium Density,5,7,Gable,NA,1922,100,Fair,2007,75200,86161.44928
Medium Density,6,5,Gable,Good,1920,308,Average,2007,118400,118456.7364
Medium Density,5,2,Gable,NA,1920,338,Poor,2007,67000,70310.74561
Medium Density,5,5,Gable,NA,1950,282,Average,2007,152000,167671.0682
Medium Density,2,4,Gable,NA,1950,256,Average,2007,68104,71419.12547
Commercial,5,6,Gable,NA,,0,NA,2007,119600,123547.3399
Commercial,4,6,Gable,NA,1985,720,Average,2007,140000,156391.8766
Commercial,5,9,Hip,NA,1930,216,Average,2007,124900,144876.9005
Medium Density,8,5,Hip,Good,2006,495,Average,2007,375000,443906.3541
Medium Density,8,5,Hip,Good,2006,538,Average,2007,235000,275146.821
Low Density,6,6,Gable,Poor,1979,486,Average,2007,183500,201756.1875
Low Density,6,6,Gable,Average,1978,470,Average,2007,156000,184406.0773
Low Density,6,5,Gable,NA,1983,484,Average,2007,134000,149112.9553
Low Density,5,5,Gable,Good,2002,650,Average,2007,215000,265900.6271
Low Density,7,5,Gable,Good,2002,576,Average,2007,245000,291717.1511
Low Density,7,5,Gable,Average,1991,506,Average,2007,210000,254723.347
Low Density,7,6,Gable,NA,1975,360,Average,2007,148000,170344.711
Low Density,6,6,Gable,Poor,1974,528,Average,2007,143000,167203.0303
Low Density,7,6,Gable,Average,1987,512,Average,2007,244000,283823.4416
Medium Density,7,5,Gable,Average,1998,286,Average,2007,330000,380039.8518
Low Density,5,6,Gable,Good,1959,308,Average,2007,170000,197471.1509
Low Density,6,8,Hip,Good,1958,461,Average,2007,257000,281631.0354
Low Density,7,5,Gable,NA,2007,433,Average,2007,231713,247785.6136
Low Density,8,5,Hip,Good,2207,502,Average,2007,267300,296795.9161
Low Density,8,5,Hip,Good,2006,472,Average,2007,265900,287355.346
Low Density,8,5,Gable,Good,2007,722,Average,2007,239000,244538.49
Low Density,8,5,Gable,Good,2007,870,Average,2007,248900,303573.2346
Low Density,7,7,Gable,NA,1985,528,Average,2007,174000,199438.0015
Low Density,7,5,Gable,Average,1990,400,Average,2007,187500,194313.9759
Low Density,6,5,Hip,NA,1996,422,Average,2007,204000,249753.2396
Low Density,8,5,Gable,NA,2001,471,Average,2007,180500,183345.8997
Low Density,7,5,Gable,Good,2003,438,Average,2007,187500,211954.3524
Low Density,8,5,Hip,Excellent,2002,692,Average,2007,282000,291809.1539
Low Density,6,5,Gable,Average,1996,571,Average,2007,178000,191984.0769
Low Density,8,5,Hip,Good,2002,808,Average,2007,270000,291390.6117
Low Density,7,5,Gable,Good,2003,452,Average,2007,279900,335517.5182
Low Density,5,4,Hip,Average,1963,995,Average,2007,186700,199753.3008
Low Density,8,5,Gable,Good,2006,712,Average,2007,283463,305131.6599
Low Density,10,5,Hip,Good,2006,932,Average,2007,392000,411725.0436
Low Density,8,5,Hip,Good,2005,642,Average,2007,281213,315363.0574
Low Density,5,5,Gable,NA,,0,NA,2007,147000,153664.6848
Low Density,3,5,Gable,NA,1953,1041,Average,2007,130000,148272.9418
Medium Density,6,5,Gable,NA,1996,460,Average,2007,140000,162449.9067
Low Density,4,5,Gable,NA,1963,648,Average,2007,132250,154962.7552
Low Density,5,4,Gable,NA,1967,576,Average,2007,143000,148306.6593
Low Density,4,4,Gable,Average,1975,1356,Average,2007,168000,180925.5241
Medium Density,5,7,Gable,Average,1976,572,Average,2007,129900,145258.3741
Medium Density,5,5,Gable,Poor,1976,528,Average,2007,134000,160963.0275
Medium Density,4,4,Gable,NA,1972,253,Average,2007,85500,87907.96738
Medium Density,4,5,Gable,NA,1970,297,Average,2007,106500,124038.6224
Medium Density,4,6,Gable,NA,,0,NA,2007,93900,114468.9075
Medium Density,4,5,Gable,NA,1970,286,Average,2007,75000,88416.84485
Medium Density,4,6,Gable,NA,,0,NA,2007,84500,96036.80958
Medium Density,4,3,Gable,NA,1976,286,Average,2007,75190,92413.11974
Low Density,6,5,Gable,Average,1976,539,Average,2007,146800,181749.9113
Low Density,5,5,Gable,Fair,1977,678,Average,2007,153500,172689.291
Low Density,6,6,Gable,Average,1977,528,Average,2007,188000,230915.2103
Low Density,5,6,Gable,Average,1977,672,Average,2007,196000,217372.0448
Low Density,5,7,Gable,Good,1977,531,Average,2007,157000,188662.8431
Low Density,5,7,Gable,NA,,0,NA,2007,138000,159594.7064
Low Density,5,7,Gable,NA,1987,624,Average,2007,129500,148511.8319
Low Density,4,3,Shed,NA,1961,444,Average,2007,80000,84694.80772
Low Density,4,6,Gable,NA,1987,360,Average,2007,129500,135252.703
Low Density,5,6,Gable,NA,1976,502,Average,2007,135000,137019.2737
Low Density,5,7,Gable,NA,1982,264,Average,2007,124500,134314.6732
Low Density,5,7,Gable,NA,1983,264,Average,2007,139000,150644.8607
Low Density,5,5,Gable,NA,,0,NA,2007,93500,100899.8048
Low Density,5,6,Gable,NA,1984,288,Average,2007,124500,133055.7313
Low Density,6,5,Hip,NA,1954,452,Average,2006,149900,177801.4062
Low Density,6,6,Hip,Average,1956,313,Average,2006,157500,178391.693
Low Density,5,5,Gable,Average,1957,963,Average,2006,169000,209740.4262
Low Density,6,6,Gable,Good,1957,550,Average,2006,252000,285616.5853
Low Density,7,6,Gable,Average,1969,506,Average,2006,192100,233180.2765
Low Density,6,5,Gable,Average,1997,400,Average,2006,183500,228830.0954
Low Density,7,5,Gable,Average,1997,642,Average,2006,222000,255887.0215
Low Density,6,5,Gable,Average,1995,423,Average,2006,170000,179991.6801
Low Density,6,5,Gable,Average,1995,409,Average,2006,187500,221620.6025
Low Density,6,5,Gable,Average,1996,443,Average,2006,202000,202558.2037
Low Density,6,5,Gable,Average,1997,413,Average,2006,185000,212753.7411
Low Density,7,5,Gable,Good,2006,576,Average,2006,320000,383169.8774
Low Density,7,5,Hip,Good,2006,690,Average,2006,240000,266626.8755
Low Density,8,5,Gable,Good,2005,527,Average,2006,250000,312076.1326
Low Density,8,5,Gable,Good,2005,800,Average,2006,239900,275157.8076
Low Density,7,5,Gable,Good,2006,773,Average,2006,309000,352061.8978
Low Density,7,5,Gable,Good,2006,422,Average,2006,274725,327521.422
Low Density,8,5,Gable,NA,1994,618,Average,2006,270000,308248.5048
Low Density,6,6,Gable,Average,1993,402,Average,2006,183500,200703.3239
Low Density,6,5,Gable,Average,1993,420,Average,2006,165600,174374.5943
Low Density,7,5,Hip,Average,1998,462,Average,2006,176500,192232.755
Low Density,8,5,Gable,NA,1987,461,Average,2006,130000,145555.6178
Low Density,7,7,Gable,Average,1987,504,Good,2006,239000,294669.4246
Low Density,8,5,Gable,Average,1985,564,Average,2006,275000,283003.2313
Low Density,9,5,Hip,Good,2005,670,Average,2006,457347,541761.9464
Low Density,10,5,Hip,Excellent,2006,758,Average,2006,545224,645092.6062
Low Density,9,5,Hip,Good,2006,675,Average,2006,356383,403073.3063
Low Density,9,5,Hip,Good,2005,716,Average,2006,556581,566701.2838
Low Density,8,5,Hip,Good,2006,666,Average,2006,361919,392157.0285
Low Density,10,5,Hip,Good,2006,736,Average,2006,535000,612979.476
Low Density,9,5,Hip,Good,2005,660,Average,2006,401179,413873.1247
Low Density,10,5,Hip,Good,2006,641,Average,2006,438780,504951.1649
Low Density,5,6,Gable,Average,1979,672,Average,2006,169000,174153.8992
Low Density,5,5,Hip,NA,1955,572,Average,2006,145000,173322.6235
Low Density,9,5,Hip,Good,2005,517,Average,2006,318000,342422.1788
Low Density,8,5,Gable,Average,2005,758,Average,2006,319000,349694.5902
Low Density,9,5,Hip,Good,2005,722,Average,2006,470000,577719.7266
Low Density,7,7,Gable,NA,1984,440,Average,2006,202500,241696.5929
Low Density,7,5,Gable,NA,1988,786,Average,2006,229000,246398.9668
Low Density,7,7,Gable,Average,1977,539,Average,2006,235000,292588.2383
Low Density,6,5,Gable,Average,1976,566,Average,2006,190000,196088.9508
Low Density,6,6,Gable,Average,1980,582,Average,2006,169000,200305.3661
Low Density,7,5,Gable,Average,1988,604,Average,2006,241500,272658.1051
Low Density,7,5,Gable,Average,1978,482,Average,2006,188900,233056.7353
Low Density,6,6,Gable,Average,1980,612,Average,2006,207500,216574.8399
Low Density,7,5,Gable,Average,1978,564,Average,2006,250000,261672.4781
Low Density,6,6,Gable,Average,1975,434,Average,2006,179900,203719.673
Low Density,7,5,Gable,Fair,1976,596,Average,2006,172000,178365.2402
Village Residential,7,5,Gable,Excellent,2005,541,Average,2006,294323,343035.5324
Low Density,6,6,Gable,Average,1975,485,Average,2006,184500,188240.6298
Low Density,5,6,Gable,NA,1975,495,Average,2006,153500,183034.8539
Low Density,7,5,Gable,Average,1976,528,Average,2006,162900,166125.3487
Low Density,6,6,Hip,Fair,1974,484,Average,2006,181000,222690.6803
Low Density,6,6,Gable,NA,1974,462,Average,2006,155000,181688.9676
Low Density,5,5,Gable,NA,1969,299,Average,2006,138800,154244.8306
Low Density,4,5,Gable,NA,1972,280,Average,2006,116050,138570.0974
Low Density,4,4,Gable,NA,,0,NA,2006,88000,91671.24594
Low Density,4,4,Gable,NA,1995,576,Average,2006,97500,108117.9712
High Density,6,5,Gable,NA,2002,543,Average,2006,190000,191110.4952
Medium Density,6,5,Gable,NA,1973,440,Average,2006,105500,117083.8349
Medium Density,5,6,Gable,Fair,1973,440,Average,2006,125500,136019.9152
Medium Density,6,5,Gable,NA,1973,264,Average,2006,83000,97833.2821
Medium Density,6,7,Gable,NA,1973,264,Average,2006,116000,121785.1694
Medium Density,6,5,Gable,NA,,0,NA,2006,91500,101450.5236
Medium Density,6,7,Gable,NA,1972,264,Average,2006,118000,136359.867
Medium Density,6,5,Gable,NA,1972,264,Average,2006,89000,93987.84214
Medium Density,6,5,Gable,NA,1972,264,Average,2006,108000,124336.0679
Medium Density,6,5,Gable,Poor,1972,288,Average,2006,94500,98808.03741
Low Density,6,5,Gable,Poor,1975,440,Average,2006,146300,146952.3821
Low Density,5,7,Hip,Average,1974,300,Average,2006,145000,178070.9594
Low Density,5,5,Gable,Poor,1967,288,Average,2006,123000,140099.4351
Low Density,7,7,Gable,NA,1976,319,Average,2006,137500,138963.173
Low Density,6,5,Gable,Average,1976,460,Average,2006,144000,152237.7648
Low Density,9,5,Hip,Good,2004,770,Average,2006,315000,373968.3138
Low Density,9,5,Hip,Good,2006,831,Average,2006,412083,500564.9483
Low Density,9,5,Gable,NA,2006,840,Average,2006,342643,408233.2068
Low Density,8,5,Gable,Good,2004,880,Average,2006,252000,293840.7441
Low Density,10,5,Gable,Good,2006,850,Average,2006,465000,550379.0053
Low Density,7,5,Hip,NA,2006,874,Average,2006,293000,298172.1034
Low Density,9,5,Hip,Good,2005,1085,Average,2006,415000,444584.7694
Low Density,9,5,Hip,Good,2004,772,Average,2006,326000,351929.2969
Low Density,8,5,Gable,Good,2005,853,Average,2006,325300,336704.8956
Low Density,8,5,Gable,Good,2004,691,Average,2006,309000,372056.1893
Low Density,9,5,Hip,Good,2005,670,Average,2006,300000,330489.8984
Low Density,8,5,Gable,Good,2005,878,Average,2006,275500,278301.2452
Low Density,9,5,Gable,Good,2005,521,Average,2006,338500,404218.3049
Low Density,9,5,Hip,Good,2005,736,Average,2006,345000,405634.357
Low Density,8,5,Gable,Good,2005,575,Average,2006,344133,375857.2598
Low Density,8,5,Gable,Good,2006,672,Average,2006,298236,327520.9741
Low Density,8,5,Hip,Good,2005,784,Average,2006,329900,395877.641
Low Density,9,5,Gable,Excellent,2003,708,Average,2006,360000,427008.1087
Low Density,8,5,Gable,Good,2006,753,Average,2006,281000,339152.537
Low Density,9,5,Gable,Good,2005,925,Average,2006,372397,425777.834
Low Density,9,5,Hip,Good,2004,816,Average,2006,378000,431510.7581
Low Density,9,5,Hip,Good,2003,874,Average,2006,374000,410906.7746
Low Density,9,5,Hip,Excellent,2006,706,Average,2006,437154,505763.7425
Low Density,8,5,Gable,Good,2003,736,Average,2006,275000,292249.5008
Low Density,8,5,Gable,Average,2004,746,Average,2006,279000,329001.7952
Low Density,7,5,Gable,Good,2005,484,Average,2006,185850,195895.0397
Low Density,9,5,Hip,Good,2005,556,Average,2006,282500,313383.1487
Low Density,7,5,Gable,Good,2005,474,Average,2006,202500,224253.6246
Low Density,7,5,Gable,Good,2005,474,Average,2006,202665,251411.8119
Low Density,9,5,Hip,Good,2006,899,Average,2006,332200,402748.8812
Low Density,9,5,Hip,Good,2006,575,Average,2006,310090,339386.9489
Low Density,7,5,Gable,Good,2003,478,Average,2006,171750,193472.4655
Low Density,6,5,Gable,Good,2005,397,Average,2006,169990,171749.1121
Low Density,6,5,Gable,Good,2005,390,Average,2006,170440,186076.6068
Low Density,7,5,Gable,NA,2006,440,Average,2006,169985,195348.6621
Low Density,7,5,Gable,Good,2006,426,Average,2006,179665,202361.4843
Low Density,7,5,Gable,Good,2006,660,Average,2006,219210,259700.8705
Low Density,6,5,Gable,NA,2006,427,Average,2006,174190,205923.3361
Low Density,6,5,Gable,NA,2006,429,Average,2006,172785,197762.0012
Low Density,8,5,Gable,Good,2004,632,Average,2006,258000,309470.3658
Low Density,7,5,Gable,NA,2006,440,Average,2006,185101,185645.5774
Low Density,7,5,Gable,Good,2006,437,Average,2006,210250,254263.1371
Low Density,7,5,Gable,Average,2003,420,Average,2006,234000,274987.2561
Low Density,8,5,Gable,Average,2003,400,Average,2006,215000,243379.8168
Low Density,7,5,Gable,Average,2002,398,Average,2006,246990,281941.7828
Medium Density,7,5,Hip,Average,2004,398,Average,2006,178740,194188.2551
Medium Density,7,5,Hip,Average,2004,388,Average,2006,225000,232095.0047
Low Density,7,5,Gable,NA,2005,438,Average,2006,167240,179050.3221
Low Density,7,5,Gable,NA,2005,440,Average,2006,156820,173740.5227
Low Density,7,5,Gable,Good,2005,440,Average,2006,213490,232222.0921
Low Density,8,5,Hip,Good,2006,648,Average,2006,264561,279447.5598
Low Density,7,5,Hip,Good,2006,648,Average,2006,246578,284923.2508
Low Density,5,5,Gable,Good,2005,372,Average,2006,192140,197737.8128
Low Density,6,5,Gable,Good,2002,393,Average,2006,183200,215489.6521
Low Density,8,5,Gable,Good,2004,403,Average,2006,178000,194200.616
Low Density,7,5,Gable,Good,2004,433,Average,2006,201490,208491.0032
Low Density,8,5,Gable,Average,2000,504,Average,2006,230500,268049.9928
Low Density,7,5,Gable,Good,2003,393,Average,2006,180000,193860.827
Low Density,6,5,Gable,Average,2000,460,Average,2006,172400,183027.6981
Low Density,6,5,Gable,Average,2000,431,Average,2006,215000,266498.8408
Low Density,7,5,Gable,Average,1998,431,Average,2006,199900,248506.0733
Low Density,6,5,Gable,Average,2000,472,Average,2006,173000,176519.5393
Low Density,7,5,Gable,NA,2006,617,Average,2006,287602,325760.5287
Low Density,7,5,Gable,Average,1999,429,Average,2006,230000,242128.2587
Low Density,8,5,Gable,Average,1997,870,Average,2006,348000,407680.8031
Low Density,8,5,Gable,Excellent,1998,885,Average,2006,286000,292050.1386
Low Density,8,5,Gable,Average,2000,768,Average,2006,300000,306612.8199
Low Density,10,5,Hip,Average,1995,807,Average,2006,625000,763459.4937
Low Density,9,5,Gable,Average,2000,774,Average,2006,405000,418920.6877
Low Density,8,5,Gable,Average,1998,592,Average,2006,280000,321025.3287
Low Density,8,5,Hip,Average,1998,420,Average,2006,258000,286344.6231
Low Density,8,5,Hip,Excellent,1995,725,Average,2006,350000,390552.8486
Low Density,9,5,Hip,Average,1993,959,Average,2006,584500,639432.9485
Low Density,8,5,Gable,Average,1994,803,Average,2006,321000,389639.984
Low Density,8,5,Hip,Average,1994,844,Average,2006,290000,317788.6168
Low Density,8,5,Gable,Average,1993,704,Average,2006,315000,368856.1486
Low Density,8,5,Gable,Good,2005,760,Average,2006,252000,306366.8136
Low Density,8,5,Gable,Good,2006,928,Average,2006,336820,402986.8741
Low Density,8,5,Gable,Excellent,2005,1134,Average,2006,423000,481430.2788
Low Density,8,5,Hip,Good,2006,500,Average,2006,290000,327654.0083
Low Density,7,5,Gable,NA,2005,834,Average,2006,232000,263191.7417
Low Density,8,5,Gable,NA,2006,510,Average,2006,199000,221833.6679
Village Residential,8,5,Gable,NA,2006,584,Average,2006,198600,241563.4564
Village Residential,9,5,Gable,Good,2006,792,Average,2006,405749,456596.38
Village Residential,8,5,Gable,Good,2006,776,Average,2006,232600,256706.9037
Village Residential,8,5,Gable,Good,2006,1053,Average,2006,266000,305116.0297
Village Residential,7,5,Gable,NA,2005,615,Average,2006,186500,211711.2818
Village Residential,6,5,Gable,NA,2005,615,Average,2006,200825,212936.3335
Village Residential,7,5,Gable,NA,2006,614,Average,2006,197000,207975.5761
Village Residential,6,5,Gable,NA,2006,572,Average,2006,185000,205304.0372
Village Residential,7,5,Gable,Average,2005,453,Average,2006,176000,196087.7329
Village Residential,7,5,Gable,Good,2006,572,Average,2006,187750,192597.155
Low Density,6,5,Gable,NA,,0,NA,2006,139500,172580.3505
Low Density,7,5,Gable,NA,2005,612,Average,2006,186800,206216.8583
Low Density,6,5,Gable,NA,,0,NA,2006,132000,159099.1639
Low Density,6,5,Gable,NA,2005,484,Average,2006,142500,160217.9075
Low Density,6,5,Gable,NA,2006,576,Average,2006,158000,187232.1133
Low Density,7,5,Gable,NA,2005,462,Average,2006,184000,202778.4317
Low Density,7,5,Gable,NA,2005,449,Average,2006,184900,229429.6382
Low Density,6,5,Gable,NA,1997,688,Average,2006,187000,189633.0373
Low Density,6,5,Gable,NA,1992,484,Average,2006,175900,186009.7322
Low Density,6,5,Gable,NA,1992,462,Average,2006,248500,256220.259
Low Density,6,5,Gable,NA,1990,542,Average,2006,172000,197526.7499
Low Density,6,5,Gable,NA,1991,484,Average,2006,151000,176397.5063
Low Density,6,5,Gable,NA,1994,472,Average,2006,150000,151412.016
High Density,4,4,Gable,NA,1966,384,Average,2006,107000,130783.3499
High Density,5,5,Gable,NA,1979,300,Average,2006,119900,126940.3611
Low Density,5,4,Hip,NA,1977,624,Average,2006,129500,156982.8726
Medium Density,5,5,Gable,NA,1963,504,Average,2006,125000,134046.2459
Medium Density,6,6,Gable,NA,1977,528,Average,2006,119500,134903.9422
Low Density,5,6,Hip,Average,1972,576,Average,2006,144000,152997.7764
Low Density,6,7,Gable,Average,1978,492,Average,2006,151000,176455.5844
Low Density,5,5,Gable,NA,1965,310,Average,2006,126000,126393.6501
Low Density,5,6,Gable,NA,1968,294,Average,2006,116000,129519.3746
Low Density,5,6,Gable,NA,1990,484,Average,2006,133500,159925.4422
Low Density,5,6,Gable,NA,1965,308,Average,2006,120875,126131.415
Low Density,5,6,Hip,NA,1965,288,Average,2006,137000,150484.4543
Low Density,5,6,Gable,NA,,0,NA,2006,124000,133184.3897
Low Density,5,7,Gable,Average,1961,288,Average,2006,135000,141989.1215
Low Density,5,6,Gable,Poor,1967,288,Average,2006,129200,153817.9462
Low Density,7,4,Gable,Average,1974,550,Average,2006,260000,294371.4051
Low Density,8,5,Hip,Average,1991,462,Average,2006,260000,281571.0734
Low Density,8,5,Gable,Average,1992,888,Average,2006,334000,392659.2438
Low Density,8,7,Gable,Average,1993,796,Average,2006,310000,365587.7962
Low Density,7,5,Gable,Average,1992,590,Average,2006,268000,292710.1089
Low Density,8,5,Gable,Fair,1994,757,Average,2006,262000,314110.9724
Village Residential,7,5,Gable,Good,2004,588,Average,2006,176400,205089.2737
Village Residential,8,5,Gable,Good,2005,550,Average,2006,197000,237320.159
Village Residential,7,5,Gable,NA,2005,480,Average,2006,151000,168914.1487
Village Residential,7,5,Gable,NA,2005,480,Average,2006,147400,151178.8837
Village Residential,7,5,Gable,NA,2005,480,Average,2006,149900,178187.0162
Village Residential,7,5,Gable,NA,2005,480,Average,2006,144152,165125.3493
Village Residential,6,5,Gable,NA,2000,440,Average,2006,166000,199583.0956
Village Residential,7,5,Hip,NA,1999,506,Average,2006,183900,220901.411
Village Residential,7,5,Gable,NA,2000,490,Average,2006,165000,176715.7112
Village Residential,7,5,Gable,NA,2003,496,Average,2006,139000,157704.2291
Village Residential,7,5,Hip,Average,1997,434,Average,2006,200000,231288.9468
Village Residential,8,5,Gable,Average,2001,564,Average,2006,221000,257232.3705
Low Density,8,5,Hip,Good,1995,481,Average,2006,270000,321890.6685
Low Density,6,6,Gable,Average,1977,546,Average,2006,165000,202921.8771
Low Density,8,5,Gable,Average,1980,484,Average,2006,214000,262252.4486
Low Density,8,5,Gable,Average,1980,484,Average,2006,188000,197326.006
Low Density,8,5,Gable,Fair,1980,484,Average,2006,190000,223464.9703
Low Density,8,5,Gable,Average,1978,484,Average,2006,170000,191739.1266
Low Density,9,5,Gable,Good,1981,894,Average,2006,385000,435335.5964
Low Density,5,6,Gable,NA,1972,501,Average,2006,146500,173303.7955
Low Density,7,6,Gable,Average,1968,487,Average,2006,170000,191217.9285
Low Density,7,7,Hip,Good,1968,508,Good,2006,262500,278711.9601
Low Density,6,6,Gable,Average,1968,776,Average,2006,179900,206711.1733
Low Density,6,7,Gable,Good,1968,619,Average,2006,250000,267385.631
Low Density,6,5,Gable,Average,1972,484,Average,2006,165150,167296.034
Low Density,7,6,Hip,NA,1967,477,Average,2006,164500,170891.9753
Low Density,7,5,Hip,NA,1969,528,Average,2006,140000,156784.082
Low Density,5,5,Gable,NA,1967,384,Average,2006,135500,149706.183
Low Density,5,5,Gable,NA,1968,504,Average,2006,142000,158317.7279
Low Density,5,5,Gable,NA,1968,530,Average,2006,155000,191534.3549
Low Density,6,7,Hip,Fair,1968,504,Average,2006,157500,196404.3013
Low Density,5,5,Hip,NA,1968,288,Average,2006,138500,140999.7376
Low Density,5,6,Gable,NA,1968,326,Average,2006,140000,156186.6466
Low Density,5,5,Gable,NA,1966,264,Average,2006,124400,154061.8667
Low Density,5,7,Gable,NA,1967,568,Average,2006,158000,164941.767
Low Density,5,8,Hip,NA,1977,884,Average,2006,146000,152395.7867
Low Density,6,5,Gable,Good,1971,495,Average,2006,190000,190529.4574
Low Density,5,6,Hip,NA,1961,368,Average,2006,136500,149842.8565
Low Density,5,5,Gable,NA,1964,624,Average,2006,129900,152633.0438
Low Density,5,5,Gable,NA,2005,588,Average,2006,145000,155293.4585
Low Density,6,7,Hip,Average,1965,299,Average,2006,185900,198199.6523
Low Density,6,6,Hip,Good,1964,461,Average,2006,160000,183435.8714
Low Density,6,6,Hip,Good,1964,430,Average,2006,167000,186996.5229
Low Density,5,6,Gable,Poor,1964,480,Average,2006,157500,163815.3189
Low Density,6,5,Hip,NA,1958,264,Average,2006,140000,157449.2123
Low Density,5,7,Gable,NA,1998,750,Average,2006,150000,177543.847
Low Density,5,7,Hip,NA,1960,286,Average,2006,151500,173322.5205
Low Density,6,8,Gable,Fair,1949,240,Average,2006,129800,160843.9846
Low Density,5,6,Gable,Good,1954,275,Average,2006,137000,162738.3322
Low Density,5,7,Hip,Good,1947,273,Average,2006,137000,138811.3181
Low Density,4,7,Gable,NA,1946,305,Average,2006,121600,123305.5112
Low Density,4,7,Gable,NA,,0,NA,2006,85500,96799.38011
Low Density,4,5,Gable,NA,1953,528,Average,2006,79900,80926.18041
Low Density,5,8,Gable,NA,1986,576,Average,2006,127000,137305.5719
Low Density,5,6,Gable,Good,1961,441,Average,2006,161000,182287.502
Low Density,5,6,Gable,Good,1952,240,Average,2006,146500,158046.7362
Low Density,5,5,Gable,NA,1951,280,Average,2006,135000,138516.6683
Low Density,5,3,Hip,NA,1951,528,Average,2006,137900,170302.0905
Low Density,6,7,Gable,Average,1941,240,Average,2006,133000,137200.9699
Low Density,5,6,Gable,Good,1949,234,Average,2006,137000,156449.3745
Low Density,5,6,Gable,NA,1954,240,Average,2006,121000,130266.9579
Low Density,5,5,Gable,NA,1967,506,Average,2006,119000,128692.7481
Low Density,6,5,Gable,Good,1964,441,Average,2006,172000,209289.7062
Low Density,5,3,Hip,NA,1961,480,Average,2006,98600,112764.6263
Low Density,7,6,Gable,Good,1966,487,Average,2006,226000,253867.2412
Low Density,5,5,Gable,NA,1954,286,Average,2006,118000,137554.7104
Low Density,8,4,Gable,Excellent,1918,795,Average,2006,235000,292051.8274
Low Density,6,7,Hip,NA,1963,430,Average,2006,135000,149507.7693
Low Density,5,6,Hip,NA,1962,540,Average,2006,132500,154329.3364
Low Density,5,6,Gable,Average,1959,796,Average,2006,143000,150460.746
Low Density,5,5,Gable,Good,1957,331,Average,2006,132000,132700.1978
Low Density,6,5,Hip,NA,1960,292,Average,2006,145250,178841.2531
Low Density,6,6,Hip,Average,1958,488,Average,2006,162000,200752.0095
Low Density,5,6,Hip,Average,1956,300,Average,2006,148000,163614.6644
Low Density,5,5,Gable,Average,1957,299,Average,2006,141000,148914.8761
Low Density,6,6,Gable,Average,1956,353,Average,2006,153000,174936.6008
